key,dative,sentence
nisipasi,pp,he [verb] a chair to someone .
nisipisd,do,daddy [verb] it a toy .
nisipisd,pp,daddy [verb] a toy to it .
nisipisd,do,he [verb] it some milk .
nisipisd,pp,he [verb] some milk to it .
nisipisd,do,mommy [verb] it a lego .
nisipisd,pp,mommy [verb] a lego to it .
nisipisd,do,daddy [verb] it a pencil .
nisipisd,pp,daddy [verb] a pencil to it .
nisipisd,do,mommy [verb] it some books .
nisipisd,pp,mommy [verb] some books to it .
nisipisd,do,he [verb] it some balls .
nisipisd,pp,he [verb] some balls to it .
nisipisd,do,she [verb] it a cup .
nisipisd,pp,she [verb] a cup to it .
nisipisd,do,he [verb] it a chair .
nisipisd,pp,he [verb] a chair to it .
nisipisd,do,she [verb] it a book .
nisipisd,pp,she [verb] a book to it .
nisipisd,do,she [verb] it a ball .
nisipisd,pp,she [verb] a ball to it .
nisipisi,do,daddy [verb] something some books .
nisipisi,pp,daddy [verb] some books to something .
nisipisi,do,he [verb] something some milk .
nisipisi,pp,he [verb] some milk to something .
nisipisi,do,she [verb] something some food .
nisipisi,pp,she [verb] some food to something .
nisipisi,do,daddy [verb] something a pencil .
nisipisi,pp,daddy [verb] a pencil to something .
nisipisi,do,mommy [verb] something some cheerios .
nisipisi,pp,mommy [verb] some cheerios to something .
nisipisi,do,mommy [verb] something a ball .
nisipisi,pp,mommy [verb] a ball to something .
nisipisi,do,he [verb] something some balls .
nisipisi,pp,he [verb] some balls to something .
nisipisi,do,she [verb] something a lego .
nisipisi,pp,she [verb] a lego to something .
nisipisi,do,lucy [verb] something a toy .
nisipisi,pp,lucy [verb] a toy to something .
nisipisi,do,lucy [verb] something a chair .
nisipisi,pp,lucy [verb] a chair to something .
nisinald,do,she [verb] the cat in that house a toy .
nisinald,pp,she [verb] a toy to the cat in that house .
nisinald,do,john [verb] the dog outside the house a lego .
nisinald,pp,john [verb] a lego to the dog outside the house .
nisinald,do,lucy [verb] the big bear a ball .
nisinald,pp,lucy [verb] a ball to the big bear .
nisinald,do,she [verb] the small dog some milk .
nisinald,pp,she [verb] some milk to the small dog .
nisinald,do,he [verb] the dog over there a chair .
nisinald,pp,he [verb] a chair to the dog over there .
nisinald,do,he [verb] the small dog some books .
nisinald,pp,he [verb] some books to the small dog .
nisinald,do,he [verb] the bear over there some balls .
nisinald,pp,he [verb] some balls to the bear over there .
nisinald,do,daddy [verb] the big bear some cheerios .
nisinald,pp,daddy [verb] some cheerios to the big bear .
nisinald,do,john [verb] the cute cat a book .
nisinald,pp,john [verb] a book to the cute cat .
nisinald,do,he [verb] the dog outside the house some food .
nisinald,pp,he [verb] some food to the dog outside the house .
nisinali,do,lucy [verb] some dogs outside the house a chair .
nisinali,pp,lucy [verb] a chair to some dogs outside the house .
nisinali,do,mommy [verb] a dog outside the house a cup .
nisinali,pp,mommy [verb] a cup to a dog outside the house .
nisinali,do,she [verb] some bears in the forest a pencil .
nisinali,pp,she [verb] a pencil to some bears in the forest .
nisinali,do,she [verb] some dogs outside the house some books .
nisinali,pp,she [verb] some books to some dogs outside the house .
nisinali,do,he [verb] some dogs outside the house some balls .
nisinali,pp,he [verb] some balls to some dogs outside the house .
nisinali,do,lucy [verb] a small dog some food .
nisinali,pp,lucy [verb] some food to a small dog .
nisinali,do,she [verb] a cute cat a ball .
nisinali,pp,she [verb] a ball to a cute cat .
nisinali,do,mommy [verb] a cute cat some milk .
nisinali,pp,mommy [verb] some milk to a cute cat .
nisinali,do,daddy [verb] a dog outside the house a toy .
nisinali,pp,daddy [verb] a toy to a dog outside the house .
nisinali,do,daddy [verb] a cat in that house some cheerios .
nisinali,pp,daddy [verb] some cheerios to a cat in that house .
nisinasd,do,john [verb] the dog a chair .
nisinasd,pp,john [verb] a chair to the dog .
nisinasd,do,lucy [verb] daddy some food .
nisinasd,pp,lucy [verb] some food to daddy .
nisinasd,do,lucy [verb] mommy a pencil .
nisinasd,pp,lucy [verb] a pencil to mommy .
nisinasd,do,john [verb] grandma some cheerios .
nisinasd,pp,john [verb] some cheerios to grandma .
nisinasd,do,she [verb] grandpa a ball .
nisinasd,pp,she [verb] a ball to grandpa .
nisinasd,do,lucy [verb] daddy a book .
nisinasd,pp,lucy [verb] a book to daddy .
nisinasd,do,mommy [verb] grandma a cup .
nisinasd,pp,mommy [verb] a cup to grandma .
nisinasd,do,daddy [verb] mommy a toy .
nisinasd,pp,daddy [verb] a toy to mommy .
nisinasd,do,mommy [verb] grandma some milk .
nisinasd,pp,mommy [verb] some milk to grandma .
nisinasd,do,daddy [verb] grandma some balls .
nisinasd,pp,daddy [verb] some balls to grandma .
nisinasi,do,daddy [verb] a bear some cheerios .
nisinasi,pp,daddy [verb] some cheerios to a bear .
nisinasi,do,john [verb] a bear a chair .
nisinasi,pp,john [verb] a chair to a bear .
nisinasi,do,he [verb] a cat a book .
nisinasi,pp,he [verb] a book to a cat .
nisinasi,do,he [verb] a dog a toy .
nisinasi,pp,he [verb] a toy to a dog .
nisinasi,do,john [verb] a dog a cup .
nisinasi,pp,john [verb] a cup to a dog .
nisinasi,do,lucy [verb] a dog some food .
nisinasi,pp,lucy [verb] some food to a dog .
nisinasi,do,she [verb] a dog some balls .
nisinasi,pp,she [verb] some balls to a dog .
nisinasi,do,he [verb] a bear a lego .
nisinasi,pp,he [verb] a lego to a bear .
nisinasi,do,mommy [verb] a cat some milk .
nisinasi,pp,mommy [verb] some milk to a cat .
nisinasi,do,lucy [verb] a bear a pencil .
nisinasi,pp,lucy [verb] a pencil to a bear .
