item_id,verb_id,verb_type,verb,do,pp
740,11,nana-pp,addressed,mommy addressed a stranger some packages .,mommy addressed some packages to a stranger .
741,11,nana-pp,addressed,you addressed us my letters .,you addressed my letters to us .
742,11,nana-pp,addressed,ethan addressed her my letters .,ethan addressed my letters to her .
743,11,nana-pp,addressed,laura addressed them my letters .,laura addressed my letters to them .
744,11,nana-pp,addressed,grandma addressed me my letters .,grandma addressed my letters to me .
745,11,nana-pp,addressed,she addressed mommy my letters .,she addressed my letters to mommy .
746,11,nana-pp,addressed,ryan addressed the bear my letters .,ryan addressed my letters to the bear .
747,11,nana-pp,addressed,she addressed the girl my letters .,she addressed my letters to the girl .
748,11,nana-pp,addressed,david addressed the man my letters .,david addressed my letters to the man .
749,11,nana-pp,addressed,ethan addressed my uncle my letters .,ethan addressed my letters to my uncle .
750,11,nana-pp,addressed,ryan addressed a stranger my letters .,ryan addressed my letters to a stranger .
751,11,nana-pp,addressed,grandma addressed us the mail .,grandma addressed the mail to us .
752,11,nana-pp,addressed,david addressed her the mail .,david addressed the mail to her .
753,11,nana-pp,addressed,adam addressed them the mail .,adam addressed the mail to them .
754,11,nana-pp,addressed,grandma addressed me the mail .,grandma addressed the mail to me .
755,11,nana-pp,addressed,the boy addressed mommy the mail .,the boy addressed the mail to mommy .
756,11,nana-pp,addressed,nina addressed the bear the mail .,nina addressed the mail to the bear .
757,11,nana-pp,addressed,david addressed the girl the mail .,david addressed the mail to the girl .
758,11,nana-pp,addressed,nina addressed the man the mail .,nina addressed the mail to the man .
759,11,nana-pp,addressed,laura addressed my uncle the mail .,laura addressed the mail to my uncle .
760,11,nana-pp,addressed,john addressed a stranger the mail .,john addressed the mail to a stranger .
761,11,nana-pp,addressed,adam addressed us that .,adam addressed that to us .
762,11,nana-pp,addressed,daddy addressed her that .,daddy addressed that to her .
763,11,nana-pp,addressed,you addressed them that .,you addressed that to them .
764,11,nana-pp,addressed,she addressed me that .,she addressed that to me .
765,11,nana-pp,addressed,ethan addressed mommy that .,ethan addressed that to mommy .
766,11,nana-pp,addressed,john addressed the bear that .,john addressed that to the bear .
767,11,nana-pp,addressed,lily addressed the girl that .,lily addressed that to the girl .
768,11,nana-pp,addressed,the boy addressed the man that .,the boy addressed that to the man .
769,11,nana-pp,addressed,john addressed my uncle that .,john addressed that to my uncle .
770,11,nana-pp,addressed,grandma addressed a stranger that .,grandma addressed that to a stranger .
771,12,nana-pp,announced,laura announced him the news .,laura announced the news to him .
772,12,nana-pp,announced,nina announced her the news .,nina announced the news to her .
773,12,nana-pp,announced,the boy announced them the news .,the boy announced the news to them .
774,12,nana-pp,announced,she announced me the news .,she announced the news to me .
775,12,nana-pp,announced,adam announced mommy the news .,adam announced the news to mommy .
776,12,nana-pp,announced,adam announced the bear the news .,adam announced the news to the bear .
777,12,nana-pp,announced,i announced the girl the news .,i announced the news to the girl .
778,12,nana-pp,announced,john announced the man the news .,john announced the news to the man .
779,12,nana-pp,announced,ryan announced my uncle the news .,ryan announced the news to my uncle .
780,12,nana-pp,announced,the boy announced a stranger the news .,the boy announced the news to a stranger .
781,12,nana-pp,announced,i announced him the schedule .,i announced the schedule to him .
782,12,nana-pp,announced,daddy announced her the schedule .,daddy announced the schedule to her .
783,12,nana-pp,announced,she announced them the schedule .,she announced the schedule to them .
784,12,nana-pp,announced,john announced me the schedule .,john announced the schedule to me .
785,12,nana-pp,announced,ryan announced mommy the schedule .,ryan announced the schedule to mommy .
786,12,nana-pp,announced,i announced the bear the schedule .,i announced the schedule to the bear .
787,12,nana-pp,announced,mommy announced the girl the schedule .,mommy announced the schedule to the girl .
788,12,nana-pp,announced,nina announced the man the schedule .,nina announced the schedule to the man .
789,12,nana-pp,announced,daddy announced my uncle the schedule .,daddy announced the schedule to my uncle .
790,12,nana-pp,announced,she announced a stranger the schedule .,she announced the schedule to a stranger .
791,12,nana-pp,announced,the boy announced him my thought .,the boy announced my thought to him .
792,12,nana-pp,announced,mommy announced her my thought .,mommy announced my thought to her .
793,12,nana-pp,announced,ryan announced them my thought .,ryan announced my thought to them .
794,12,nana-pp,announced,mommy announced me my thought .,mommy announced my thought to me .
795,12,nana-pp,announced,the boy announced mommy my thought .,the boy announced my thought to mommy .
796,12,nana-pp,announced,mommy announced the bear my thought .,mommy announced my thought to the bear .
797,12,nana-pp,announced,grandma announced the girl my thought .,grandma announced my thought to the girl .
798,12,nana-pp,announced,lily announced the man my thought .,lily announced my thought to the man .
799,12,nana-pp,announced,you announced my uncle my thought .,you announced my thought to my uncle .
800,12,nana-pp,announced,adam announced a stranger my thought .,adam announced my thought to a stranger .
801,12,nana-pp,announced,she announced him the answer .,she announced the answer to him .
802,12,nana-pp,announced,lily announced her the answer .,lily announced the answer to her .
803,12,nana-pp,announced,ryan announced them the answer .,ryan announced the answer to them .
804,12,nana-pp,announced,you announced me the answer .,you announced the answer to me .
805,12,nana-pp,announced,she announced mommy the answer .,she announced the answer to mommy .
806,12,nana-pp,announced,lily announced the bear the answer .,lily announced the answer to the bear .
807,12,nana-pp,announced,grandma announced the girl the answer .,grandma announced the answer to the girl .
808,12,nana-pp,announced,daddy announced the man the answer .,daddy announced the answer to the man .
809,12,nana-pp,announced,adam announced my uncle the answer .,adam announced the answer to my uncle .
810,12,nana-pp,announced,daddy announced a stranger the answer .,daddy announced the answer to a stranger .
811,12,nana-pp,announced,david announced him the new position .,david announced the new position to him .
812,12,nana-pp,announced,ryan announced her the new position .,ryan announced the new position to her .
813,12,nana-pp,announced,adam announced them the new position .,adam announced the new position to them .
814,12,nana-pp,announced,lily announced me the new position .,lily announced the new position to me .
815,12,nana-pp,announced,she announced mommy the new position .,she announced the new position to mommy .
816,12,nana-pp,announced,laura announced the bear the new position .,laura announced the new position to the bear .
817,12,nana-pp,announced,daddy announced the girl the new position .,daddy announced the new position to the girl .
818,12,nana-pp,announced,david announced the man the new position .,david announced the new position to the man .
819,12,nana-pp,announced,i announced my uncle the new position .,i announced the new position to my uncle .
820,12,nana-pp,announced,ethan announced a stranger the new position .,ethan announced the new position to a stranger .
821,12,nana-pp,announced,adam announced him that .,adam announced that to him .
822,12,nana-pp,announced,ethan announced her that .,ethan announced that to her .
823,12,nana-pp,announced,i announced them that .,i announced that to them .
824,12,nana-pp,announced,you announced me that .,you announced that to me .
825,12,nana-pp,announced,she announced mommy that .,she announced that to mommy .
826,12,nana-pp,announced,nina announced the bear that .,nina announced that to the bear .
827,12,nana-pp,announced,the boy announced the girl that .,the boy announced that to the girl .
828,12,nana-pp,announced,mommy announced the man that .,mommy announced that to the man .
829,12,nana-pp,announced,laura announced my uncle that .,laura announced that to my uncle .
830,12,nana-pp,announced,you announced a stranger that .,you announced that to a stranger .
831,12,nana-pp,announced,mommy announced him something .,mommy announced something to him .
832,12,nana-pp,announced,david announced her something .,david announced something to her .
833,12,nana-pp,announced,david announced them something .,david announced something to them .
834,12,nana-pp,announced,adam announced me something .,adam announced something to me .
835,12,nana-pp,announced,laura announced mommy something .,laura announced something to mommy .
836,12,nana-pp,announced,i announced the bear something .,i announced something to the bear .
837,12,nana-pp,announced,the boy announced the girl something .,the boy announced something to the girl .
838,12,nana-pp,announced,nina announced the man something .,nina announced something to the man .
839,12,nana-pp,announced,lily announced my uncle something .,lily announced something to my uncle .
840,12,nana-pp,announced,daddy announced a stranger something .,daddy announced something to a stranger .
841,13,nana-pp,described,david described him my day .,david described my day to him .
842,13,nana-pp,described,ethan described her my day .,ethan described my day to her .
843,13,nana-pp,described,you described us my day .,you described my day to us .
844,13,nana-pp,described,laura described mommy my day .,laura described my day to mommy .
845,13,nana-pp,described,david described daddy my day .,david described my day to daddy .
846,13,nana-pp,described,david described the bear my day .,david described my day to the bear .
847,13,nana-pp,described,daddy described the girl my day .,daddy described my day to the girl .
848,13,nana-pp,described,i described the woman my day .,i described my day to the woman .
849,13,nana-pp,described,he described my uncle my day .,he described my day to my uncle .
850,13,nana-pp,described,grandma described a stranger my day .,grandma described my day to a stranger .
851,13,nana-pp,described,laura described him the story .,laura described the story to him .
852,13,nana-pp,described,he described her the story .,he described the story to her .
853,13,nana-pp,described,lily described us the story .,lily described the story to us .
854,13,nana-pp,described,david described mommy the story .,david described the story to mommy .
855,13,nana-pp,described,john described daddy the story .,john described the story to daddy .
856,13,nana-pp,described,she described the bear the story .,she described the story to the bear .
857,13,nana-pp,described,you described the girl the story .,you described the story to the girl .
858,13,nana-pp,described,he described the woman the story .,he described the story to the woman .
859,13,nana-pp,described,you described my uncle the story .,you described the story to my uncle .
860,13,nana-pp,described,you described a stranger the story .,you described the story to a stranger .
861,13,nana-pp,described,grandma described him my friend .,grandma described my friend to him .
862,13,nana-pp,described,adam described her my friend .,adam described my friend to her .
863,13,nana-pp,described,ethan described us my friend .,ethan described my friend to us .
864,13,nana-pp,described,john described mommy my friend .,john described my friend to mommy .
865,13,nana-pp,described,she described daddy my friend .,she described my friend to daddy .
866,13,nana-pp,described,mommy described the bear my friend .,mommy described my friend to the bear .
867,13,nana-pp,described,laura described the girl my friend .,laura described my friend to the girl .
868,13,nana-pp,described,david described the woman my friend .,david described my friend to the woman .
869,13,nana-pp,described,laura described my uncle my friend .,laura described my friend to my uncle .
870,13,nana-pp,described,laura described a stranger my friend .,laura described my friend to a stranger .
871,13,nana-pp,described,daddy described him the toy .,daddy described the toy to him .
872,13,nana-pp,described,grandma described her the toy .,grandma described the toy to her .
873,13,nana-pp,described,ethan described us the toy .,ethan described the toy to us .
874,13,nana-pp,described,nina described mommy the toy .,nina described the toy to mommy .
875,13,nana-pp,described,john described daddy the toy .,john described the toy to daddy .
876,13,nana-pp,described,i described the bear the toy .,i described the toy to the bear .
877,13,nana-pp,described,david described the girl the toy .,david described the toy to the girl .
878,13,nana-pp,described,the boy described the woman the toy .,the boy described the toy to the woman .
879,13,nana-pp,described,she described my uncle the toy .,she described the toy to my uncle .
880,13,nana-pp,described,laura described a stranger the toy .,laura described the toy to a stranger .
881,13,nana-pp,described,she described him the show .,she described the show to him .
882,13,nana-pp,described,mommy described her the show .,mommy described the show to her .
883,13,nana-pp,described,he described us the show .,he described the show to us .
884,13,nana-pp,described,lily described mommy the show .,lily described the show to mommy .
885,13,nana-pp,described,she described daddy the show .,she described the show to daddy .
886,13,nana-pp,described,daddy described the bear the show .,daddy described the show to the bear .
887,13,nana-pp,described,you described the girl the show .,you described the show to the girl .
888,13,nana-pp,described,the boy described the woman the show .,the boy described the show to the woman .
889,13,nana-pp,described,you described my uncle the show .,you described the show to my uncle .
890,13,nana-pp,described,david described a stranger the show .,david described the show to a stranger .
891,13,nana-pp,described,john described him the gift .,john described the gift to him .
892,13,nana-pp,described,adam described her the gift .,adam described the gift to her .
893,13,nana-pp,described,he described us the gift .,he described the gift to us .
894,13,nana-pp,described,ryan described mommy the gift .,ryan described the gift to mommy .
895,13,nana-pp,described,she described daddy the gift .,she described the gift to daddy .
896,13,nana-pp,described,lily described the bear the gift .,lily described the gift to the bear .
897,13,nana-pp,described,adam described the girl the gift .,adam described the gift to the girl .
898,13,nana-pp,described,adam described the woman the gift .,adam described the gift to the woman .
899,13,nana-pp,described,laura described my uncle the gift .,laura described the gift to my uncle .
900,13,nana-pp,described,you described a stranger the gift .,you described the gift to a stranger .
901,13,nana-pp,described,the boy described him those .,the boy described those to him .
902,13,nana-pp,described,john described her those .,john described those to her .
903,13,nana-pp,described,adam described us those .,adam described those to us .
904,13,nana-pp,described,nina described mommy those .,nina described those to mommy .
905,13,nana-pp,described,john described daddy those .,john described those to daddy .
906,13,nana-pp,described,she described the bear those .,she described those to the bear .
907,13,nana-pp,described,lily described the girl those .,lily described those to the girl .
908,13,nana-pp,described,the boy described the woman those .,the boy described those to the woman .
909,13,nana-pp,described,grandma described my uncle those .,grandma described those to my uncle .
910,13,nana-pp,described,nina described a stranger those .,nina described those to a stranger .
911,14,nana-pp,dropped,nina dropped him some boxes .,nina dropped some boxes to him .
912,14,nana-pp,dropped,grandma dropped her some boxes .,grandma dropped some boxes to her .
913,14,nana-pp,dropped,grandma dropped us some boxes .,grandma dropped some boxes to us .
914,14,nana-pp,dropped,laura dropped me some boxes .,laura dropped some boxes to me .
915,14,nana-pp,dropped,nina dropped mommy some boxes .,nina dropped some boxes to mommy .
916,14,nana-pp,dropped,ethan dropped the bear some boxes .,ethan dropped some boxes to the bear .
917,14,nana-pp,dropped,the boy dropped the girl some boxes .,the boy dropped some boxes to the girl .
918,14,nana-pp,dropped,ryan dropped the man some boxes .,ryan dropped some boxes to the man .
919,14,nana-pp,dropped,grandma dropped my uncle some boxes .,grandma dropped some boxes to my uncle .
920,14,nana-pp,dropped,nina dropped a stranger some boxes .,nina dropped some boxes to a stranger .
921,14,nana-pp,dropped,the boy dropped him the gift .,the boy dropped the gift to him .
922,14,nana-pp,dropped,the boy dropped her the gift .,the boy dropped the gift to her .
923,14,nana-pp,dropped,the boy dropped us the gift .,the boy dropped the gift to us .
924,14,nana-pp,dropped,lily dropped me the gift .,lily dropped the gift to me .
925,14,nana-pp,dropped,ethan dropped mommy the gift .,ethan dropped the gift to mommy .
926,14,nana-pp,dropped,grandma dropped the bear the gift .,grandma dropped the gift to the bear .
927,14,nana-pp,dropped,nina dropped the girl the gift .,nina dropped the gift to the girl .
928,14,nana-pp,dropped,the boy dropped the man the gift .,the boy dropped the gift to the man .
929,14,nana-pp,dropped,ryan dropped my uncle the gift .,ryan dropped the gift to my uncle .
930,14,nana-pp,dropped,ryan dropped a stranger the gift .,ryan dropped the gift to a stranger .
931,14,nana-pp,dropped,david dropped him the ball .,david dropped the ball to him .
932,14,nana-pp,dropped,the boy dropped her the ball .,the boy dropped the ball to her .
933,14,nana-pp,dropped,ryan dropped us the ball .,ryan dropped the ball to us .
934,14,nana-pp,dropped,grandma dropped me the ball .,grandma dropped the ball to me .
935,14,nana-pp,dropped,ethan dropped mommy the ball .,ethan dropped the ball to mommy .
936,14,nana-pp,dropped,ethan dropped the bear the ball .,ethan dropped the ball to the bear .
937,14,nana-pp,dropped,nina dropped the girl the ball .,nina dropped the ball to the girl .
938,14,nana-pp,dropped,ryan dropped the man the ball .,ryan dropped the ball to the man .
939,14,nana-pp,dropped,john dropped my uncle the ball .,john dropped the ball to my uncle .
940,14,nana-pp,dropped,ryan dropped a stranger the ball .,ryan dropped the ball to a stranger .
941,14,nana-pp,dropped,laura dropped him the toys .,laura dropped the toys to him .
942,14,nana-pp,dropped,david dropped her the toys .,david dropped the toys to her .
943,14,nana-pp,dropped,john dropped us the toys .,john dropped the toys to us .
944,14,nana-pp,dropped,laura dropped me the toys .,laura dropped the toys to me .
945,14,nana-pp,dropped,david dropped mommy the toys .,david dropped the toys to mommy .
946,14,nana-pp,dropped,the boy dropped the bear the toys .,the boy dropped the toys to the bear .
947,14,nana-pp,dropped,the boy dropped the girl the toys .,the boy dropped the toys to the girl .
948,14,nana-pp,dropped,nina dropped the man the toys .,nina dropped the toys to the man .
949,14,nana-pp,dropped,david dropped my uncle the toys .,david dropped the toys to my uncle .
950,14,nana-pp,dropped,nina dropped a stranger the toys .,nina dropped the toys to a stranger .
951,14,nana-pp,dropped,grandma dropped him my cat .,grandma dropped my cat to him .
952,14,nana-pp,dropped,ryan dropped her my cat .,ryan dropped my cat to her .
953,14,nana-pp,dropped,john dropped us my cat .,john dropped my cat to us .
954,14,nana-pp,dropped,john dropped me my cat .,john dropped my cat to me .
955,14,nana-pp,dropped,nina dropped mommy my cat .,nina dropped my cat to mommy .
956,14,nana-pp,dropped,ryan dropped the bear my cat .,ryan dropped my cat to the bear .
957,14,nana-pp,dropped,ethan dropped the girl my cat .,ethan dropped my cat to the girl .
958,14,nana-pp,dropped,john dropped the man my cat .,john dropped my cat to the man .
959,14,nana-pp,dropped,ethan dropped my uncle my cat .,ethan dropped my cat to my uncle .
960,14,nana-pp,dropped,laura dropped a stranger my cat .,laura dropped my cat to a stranger .
961,14,nana-pp,dropped,ryan dropped him teddy .,ryan dropped teddy to him .
962,14,nana-pp,dropped,ethan dropped her teddy .,ethan dropped teddy to her .
963,14,nana-pp,dropped,grandma dropped us teddy .,grandma dropped teddy to us .
964,14,nana-pp,dropped,david dropped me teddy .,david dropped teddy to me .
965,14,nana-pp,dropped,the boy dropped mommy teddy .,the boy dropped teddy to mommy .
966,14,nana-pp,dropped,the boy dropped the bear teddy .,the boy dropped teddy to the bear .
967,14,nana-pp,dropped,nina dropped the girl teddy .,nina dropped teddy to the girl .
968,14,nana-pp,dropped,grandma dropped the man teddy .,grandma dropped teddy to the man .
969,14,nana-pp,dropped,john dropped my uncle teddy .,john dropped teddy to my uncle .
970,14,nana-pp,dropped,nina dropped a stranger teddy .,nina dropped teddy to a stranger .
971,14,nana-pp,dropped,nina dropped him that .,nina dropped that to him .
972,14,nana-pp,dropped,the boy dropped her that .,the boy dropped that to her .
973,14,nana-pp,dropped,ryan dropped us that .,ryan dropped that to us .
974,14,nana-pp,dropped,john dropped me that .,john dropped that to me .
975,14,nana-pp,dropped,nina dropped mommy that .,nina dropped that to mommy .
976,14,nana-pp,dropped,john dropped the bear that .,john dropped that to the bear .
977,14,nana-pp,dropped,david dropped the girl that .,david dropped that to the girl .
978,14,nana-pp,dropped,ryan dropped the man that .,ryan dropped that to the man .
979,14,nana-pp,dropped,laura dropped my uncle that .,laura dropped that to my uncle .
980,14,nana-pp,dropped,john dropped a stranger that .,john dropped that to a stranger .
981,15,nana-pp,explained,i explained her some ideas .,i explained some ideas to her .
982,15,nana-pp,explained,ethan explained them some ideas .,ethan explained some ideas to them .
983,15,nana-pp,explained,nina explained us some ideas .,nina explained some ideas to us .
984,15,nana-pp,explained,ethan explained mommy some ideas .,ethan explained some ideas to mommy .
985,15,nana-pp,explained,ryan explained daddy some ideas .,ryan explained some ideas to daddy .
986,15,nana-pp,explained,grandma explained the bear some ideas .,grandma explained some ideas to the bear .
987,15,nana-pp,explained,ethan explained the girl some ideas .,ethan explained some ideas to the girl .
988,15,nana-pp,explained,daddy explained the man some ideas .,daddy explained some ideas to the man .
989,15,nana-pp,explained,nina explained my uncle some ideas .,nina explained some ideas to my uncle .
990,15,nana-pp,explained,she explained a stranger some ideas .,she explained some ideas to a stranger .
991,15,nana-pp,explained,mommy explained her the reason .,mommy explained the reason to her .
992,15,nana-pp,explained,laura explained them the reason .,laura explained the reason to them .
993,15,nana-pp,explained,she explained us the reason .,she explained the reason to us .
994,15,nana-pp,explained,nina explained mommy the reason .,nina explained the reason to mommy .
995,15,nana-pp,explained,david explained daddy the reason .,david explained the reason to daddy .
996,15,nana-pp,explained,ryan explained the bear the reason .,ryan explained the reason to the bear .
997,15,nana-pp,explained,david explained the girl the reason .,david explained the reason to the girl .
998,15,nana-pp,explained,mommy explained the man the reason .,mommy explained the reason to the man .
999,15,nana-pp,explained,nina explained my uncle the reason .,nina explained the reason to my uncle .
1000,15,nana-pp,explained,mommy explained a stranger the reason .,mommy explained the reason to a stranger .
1001,15,nana-pp,explained,adam explained her the answer .,adam explained the answer to her .
1002,15,nana-pp,explained,nina explained them the answer .,nina explained the answer to them .
1003,15,nana-pp,explained,the boy explained us the answer .,the boy explained the answer to us .
1004,15,nana-pp,explained,the boy explained mommy the answer .,the boy explained the answer to mommy .
1005,15,nana-pp,explained,david explained daddy the answer .,david explained the answer to daddy .
1006,15,nana-pp,explained,david explained the bear the answer .,david explained the answer to the bear .
1007,15,nana-pp,explained,ryan explained the girl the answer .,ryan explained the answer to the girl .
1008,15,nana-pp,explained,she explained the man the answer .,she explained the answer to the man .
1009,15,nana-pp,explained,grandma explained my uncle the answer .,grandma explained the answer to my uncle .
1010,15,nana-pp,explained,adam explained a stranger the answer .,adam explained the answer to a stranger .
1011,15,nana-pp,explained,mommy explained her the book .,mommy explained the book to her .
1012,15,nana-pp,explained,lily explained them the book .,lily explained the book to them .
1013,15,nana-pp,explained,she explained us the book .,she explained the book to us .
1014,15,nana-pp,explained,nina explained mommy the book .,nina explained the book to mommy .
1015,15,nana-pp,explained,grandma explained daddy the book .,grandma explained the book to daddy .
1016,15,nana-pp,explained,ryan explained the bear the book .,ryan explained the book to the bear .
1017,15,nana-pp,explained,john explained the girl the book .,john explained the book to the girl .
1018,15,nana-pp,explained,i explained the man the book .,i explained the book to the man .
1019,15,nana-pp,explained,laura explained my uncle the book .,laura explained the book to my uncle .
1020,15,nana-pp,explained,laura explained a stranger the book .,laura explained the book to a stranger .
1021,15,nana-pp,explained,she explained her the stories .,she explained the stories to her .
1022,15,nana-pp,explained,she explained them the stories .,she explained the stories to them .
1023,15,nana-pp,explained,grandma explained us the stories .,grandma explained the stories to us .
1024,15,nana-pp,explained,laura explained mommy the stories .,laura explained the stories to mommy .
1025,15,nana-pp,explained,i explained daddy the stories .,i explained the stories to daddy .
1026,15,nana-pp,explained,laura explained the bear the stories .,laura explained the stories to the bear .
1027,15,nana-pp,explained,nina explained the girl the stories .,nina explained the stories to the girl .
1028,15,nana-pp,explained,she explained the man the stories .,she explained the stories to the man .
1029,15,nana-pp,explained,grandma explained my uncle the stories .,grandma explained the stories to my uncle .
1030,15,nana-pp,explained,daddy explained a stranger the stories .,daddy explained the stories to a stranger .
1031,15,nana-pp,explained,daddy explained her those .,daddy explained those to her .
1032,15,nana-pp,explained,ethan explained them those .,ethan explained those to them .
1033,15,nana-pp,explained,david explained us those .,david explained those to us .
1034,15,nana-pp,explained,the boy explained mommy those .,the boy explained those to mommy .
1035,15,nana-pp,explained,i explained daddy those .,i explained those to daddy .
1036,15,nana-pp,explained,david explained the bear those .,david explained those to the bear .
1037,15,nana-pp,explained,nina explained the girl those .,nina explained those to the girl .
1038,15,nana-pp,explained,ethan explained the man those .,ethan explained those to the man .
1039,15,nana-pp,explained,she explained my uncle those .,she explained those to my uncle .
1040,15,nana-pp,explained,adam explained a stranger those .,adam explained those to a stranger .
1041,15,nana-pp,explained,i explained her everything .,i explained everything to her .
1042,15,nana-pp,explained,laura explained them everything .,laura explained everything to them .
1043,15,nana-pp,explained,david explained us everything .,david explained everything to us .
1044,15,nana-pp,explained,ryan explained mommy everything .,ryan explained everything to mommy .
1045,15,nana-pp,explained,david explained daddy everything .,david explained everything to daddy .
1046,15,nana-pp,explained,lily explained the bear everything .,lily explained everything to the bear .
1047,15,nana-pp,explained,adam explained the girl everything .,adam explained everything to the girl .
1048,15,nana-pp,explained,lily explained the man everything .,lily explained everything to the man .
1049,15,nana-pp,explained,lily explained my uncle everything .,lily explained everything to my uncle .
1050,15,nana-pp,explained,i explained a stranger everything .,i explained everything to a stranger .
1051,16,nana-pp,introduced,ryan introduced him the piggy .,ryan introduced the piggy to him .
1052,16,nana-pp,introduced,laura introduced her the piggy .,laura introduced the piggy to her .
1053,16,nana-pp,introduced,ethan introduced us the piggy .,ethan introduced the piggy to us .
1054,16,nana-pp,introduced,lily introduced mommy the piggy .,lily introduced the piggy to mommy .
1055,16,nana-pp,introduced,adam introduced daddy the piggy .,adam introduced the piggy to daddy .
1056,16,nana-pp,introduced,mommy introduced the bear the piggy .,mommy introduced the piggy to the bear .
1057,16,nana-pp,introduced,david introduced the girl the piggy .,david introduced the piggy to the girl .
1058,16,nana-pp,introduced,nina introduced the man the piggy .,nina introduced the piggy to the man .
1059,16,nana-pp,introduced,i introduced my uncle the piggy .,i introduced the piggy to my uncle .
1060,16,nana-pp,introduced,adam introduced a stranger the piggy .,adam introduced the piggy to a stranger .
1061,16,nana-pp,introduced,laura introduced him my cat .,laura introduced my cat to him .
1062,16,nana-pp,introduced,daddy introduced her my cat .,daddy introduced my cat to her .
1063,16,nana-pp,introduced,the boy introduced us my cat .,the boy introduced my cat to us .
1064,16,nana-pp,introduced,grandma introduced mommy my cat .,grandma introduced my cat to mommy .
1065,16,nana-pp,introduced,david introduced daddy my cat .,david introduced my cat to daddy .
1066,16,nana-pp,introduced,ryan introduced the bear my cat .,ryan introduced my cat to the bear .
1067,16,nana-pp,introduced,lily introduced the girl my cat .,lily introduced my cat to the girl .
1068,16,nana-pp,introduced,nina introduced the man my cat .,nina introduced my cat to the man .
1069,16,nana-pp,introduced,lily introduced my uncle my cat .,lily introduced my cat to my uncle .
1070,16,nana-pp,introduced,ryan introduced a stranger my cat .,ryan introduced my cat to a stranger .
1071,16,nana-pp,introduced,daddy introduced him teddy .,daddy introduced teddy to him .
1072,16,nana-pp,introduced,adam introduced her teddy .,adam introduced teddy to her .
1073,16,nana-pp,introduced,laura introduced us teddy .,laura introduced teddy to us .
1074,16,nana-pp,introduced,the boy introduced mommy teddy .,the boy introduced teddy to mommy .
1075,16,nana-pp,introduced,grandma introduced daddy teddy .,grandma introduced teddy to daddy .
1076,16,nana-pp,introduced,i introduced the bear teddy .,i introduced teddy to the bear .
1077,16,nana-pp,introduced,laura introduced the girl teddy .,laura introduced teddy to the girl .
1078,16,nana-pp,introduced,the boy introduced the man teddy .,the boy introduced teddy to the man .
1079,16,nana-pp,introduced,david introduced my uncle teddy .,david introduced teddy to my uncle .
1080,16,nana-pp,introduced,adam introduced a stranger teddy .,adam introduced teddy to a stranger .
1081,16,nana-pp,introduced,grandma introduced him auntie .,grandma introduced auntie to him .
1082,16,nana-pp,introduced,john introduced her auntie .,john introduced auntie to her .
1083,16,nana-pp,introduced,the boy introduced us auntie .,the boy introduced auntie to us .
1084,16,nana-pp,introduced,lily introduced mommy auntie .,lily introduced auntie to mommy .
1085,16,nana-pp,introduced,she introduced daddy auntie .,she introduced auntie to daddy .
1086,16,nana-pp,introduced,daddy introduced the bear auntie .,daddy introduced auntie to the bear .
1087,16,nana-pp,introduced,david introduced the girl auntie .,david introduced auntie to the girl .
1088,16,nana-pp,introduced,i introduced the man auntie .,i introduced auntie to the man .
1089,16,nana-pp,introduced,david introduced my uncle auntie .,david introduced auntie to my uncle .
1090,16,nana-pp,introduced,daddy introduced a stranger auntie .,daddy introduced auntie to a stranger .
1091,16,nana-pp,introduced,grandma introduced him nana .,grandma introduced nana to him .
1092,16,nana-pp,introduced,john introduced her nana .,john introduced nana to her .
1093,16,nana-pp,introduced,nina introduced us nana .,nina introduced nana to us .
1094,16,nana-pp,introduced,the boy introduced mommy nana .,the boy introduced nana to mommy .
1095,16,nana-pp,introduced,ethan introduced daddy nana .,ethan introduced nana to daddy .
1096,16,nana-pp,introduced,nina introduced the bear nana .,nina introduced nana to the bear .
1097,16,nana-pp,introduced,david introduced the girl nana .,david introduced nana to the girl .
1098,16,nana-pp,introduced,mommy introduced the man nana .,mommy introduced nana to the man .
1099,16,nana-pp,introduced,david introduced my uncle nana .,david introduced nana to my uncle .
1100,16,nana-pp,introduced,ryan introduced a stranger nana .,ryan introduced nana to a stranger .
1101,16,nana-pp,introduced,grandma introduced him someone .,grandma introduced someone to him .
1102,16,nana-pp,introduced,i introduced her someone .,i introduced someone to her .
1103,16,nana-pp,introduced,she introduced us someone .,she introduced someone to us .
1104,16,nana-pp,introduced,laura introduced mommy someone .,laura introduced someone to mommy .
1105,16,nana-pp,introduced,john introduced daddy someone .,john introduced someone to daddy .
1106,16,nana-pp,introduced,mommy introduced the bear someone .,mommy introduced someone to the bear .
1107,16,nana-pp,introduced,ethan introduced the girl someone .,ethan introduced someone to the girl .
1108,16,nana-pp,introduced,nina introduced the man someone .,nina introduced someone to the man .
1109,16,nana-pp,introduced,the boy introduced my uncle someone .,the boy introduced someone to my uncle .
1110,16,nana-pp,introduced,grandma introduced a stranger someone .,grandma introduced someone to a stranger .
1111,16,nana-pp,introduced,the boy introduced him some ideas .,the boy introduced some ideas to him .
1112,16,nana-pp,introduced,adam introduced her some ideas .,adam introduced some ideas to her .
1113,16,nana-pp,introduced,ryan introduced us some ideas .,ryan introduced some ideas to us .
1114,16,nana-pp,introduced,john introduced mommy some ideas .,john introduced some ideas to mommy .
