sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
is she saying good night to the bird .,say,saying,VBG,night,bird,NN,NN
what does she say when she says good night to the bird ?,say,says,VBZ,night,bird,NN,NN
do you want to tell the story to your mommy ?,tell,tell,VB,story,mommy,NN,NN
do you want to read it to your mommy anymore ?,read,read,VB,it,mommy,PRP,NN
you wanna give some to erin ?,give,give,VB,some,erin,DT,NNP
did you say goodbye to friends at school ?,say,say,VB,goodbye,friends,UH,NNS
we'll have to show it to her later ?,show,show,VB,it,her,PRP,PRP
do you want me to read that book to you ?,read,read,VB,book,you,NN,PRP
give her brush to her .,give,give,VB,brush,her,NN,PRP
give it to her sally .,give,give,VB,it,sally,PRP,NN
quit being ugly and give it to her !,give,give,VB,it,her,PRP,PRP
okay send it to her .,send,send,VB,it,her,PRP,PRP
brittany send uh brittany send sally's to her .,send,send,VBP,sally,her,NNP,PRP
roll it to her !,roll,roll,VB,it,her,PRP,PRP
brittany will send him to you .,send,send,VB,him,you,PRP,PRP
brittany give it to her .,give,give,VBP,it,her,PRP,PRP
well read that one to me .,read,read,VB,one,me,NN,PRP
read that one to me ?,read,read,VB,one,me,NN,PRP
it belongs to terence so the freight troublesome is going to take it all the way to the other side of the tracks .,take,take,VB,it,side,PRP,NN
he brought the magnet to him ?,bring,brought,VBD,magnet,him,NN,PRP
and not give it to terence .,give,give,VB,it,terence,PRP,NNP
cinderella's little friends took the key out of the stepmother's pocket and slipped it under the door to cinderella !,slip,slipped,VBD,it,door,PRP,NN
they came to give magical gifts to the baby princess .,give,give,VB,gifts,princess,NNS,NN
once the curse ended they would return her to the palace .,return,return,VB,her,palace,PRP,NN
aurora returned home and told the fairies about the handsome stranger she'd met the fairies explained she was a princess and was promised to prince philip then the fairies set off to return the sad princess to her home her parents .,return,return,VB,princess,home,NN,NN
you like to sing with clifford what do you like to sing to clifford .,sing,sing,VB,what,clifford,WP,NNP
do you wanna give one to mommy ?,give,give,VB,one,mommy,PRP,NN
you want to take it over to ursula .,take,take,VB,it,ursula,PRP,NNP
what are you going to say to the busy bulldozer ?,say,say,VB,what,bulldozer,WP,NN
won't you please go over and take ursula's pocketbook to her .,take,take,VB,pocketbook,her,NN,PRP
want me to read it to you .,read,read,VB,it,you,PRP,PRP
you give the picicle to raggedy ann .,give,give,VBP,picicle,ann,NN,NNP
why're you saying bee bee to the screens nomi .,say,saying,VBG,bee,screens,FW,NNS
show linda what nonna sent to you .,send,sent,VBD,what,you,WP,PRP
i'm going to show it to her ?,show,show,VB,it,her,PRP,PRP
and that's the book that mommy read to nina on the plane ?,read,read,VBD,that,nina,WDT,NNP
can you read it to linda ?,read,read,VB,it,linda,PRP,NNP
i read it to you on the airplane though remember ?,read,read,VBD,it,you,PRP,PRP
you want to read that book to linda .,read,read,VB,book,linda,NN,NNP
can you read that to linda ?,read,read,VB,that,linda,DT,NNP
what do you say to linda ?,say,say,VB,what,linda,WP,NNP
you be quiet and don't say that to your daddy .,say,say,VB,that,daddy,DT,NN
i wanna go take you to school .,take,take,VB,you,school,PRP,NN
who gave you the pumpkin who gave that to you ?,give,gave,VBD,that,you,DT,PRP
did the neighbor give that to you ?,give,give,VB,that,you,DT,PRP
and sometimes i would take you to the play ground too .,take,take,VB,you,ground,PRP,NN
what should we tell daddy what should we say to daddy ?,say,say,VB,what,daddy,WP,NN
ariel frantically searched for the prince and when she spotted him she quickly swam over to him and pulled him to safety ?,pull,pulled,VBD,him,safety,PRP,NN
but maurice and his horse philippe never made it to the fair they got lost and saw a castle ?,make,made,VBD,it,fair,PRP,NN
you must take me to him ?,take,take,VB,me,him,PRP,PRP
but belle had to convince everyone her father was not crazy so she picked up the magic mirror and showed the beast to the crowd .,show,showed,VBD,beast,crowd,NN,NN
i need to return eight books to the library and backpack's going to help me .,return,return,VB,books,library,NNS,NN
we made it to the troll bridge but the grumpy old troll won't let us cross until we solve his riddle .,make,made,VBD,it,bridge,PRP,NN
there he is what do you say to swiper .,say,say,VB,what,swiper,WP,NNP
so some words that i'll say to her that i say kind of funny .,say,say,VB,that,her,WDT,PRP
presumed innocent i think don gave to someone but it's one of the best mystery books that i've read i read it in college actually and i liked it .,read,read,VBD,someone,books,NN,NNS
you could bring grizzly to the store and put him next to you in the wagon .,bring,bring,VB,grizzly,store,NNP,NN
and we'll bring them to you .,bring,bring,VB,them,you,PRP,PRP
then you'd never give them to me .,give,give,VB,them,me,PRP,PRP
did she give those pajamas to you .,give,give,VB,pajamas,you,NNS,PRP
have you introduced yourself to the dinosaur now .,introduce,introduced,VBN,yourself,dinosaur,PRP,NN
now you take them over to ursula ?,take,take,VBP,them,ursula,PRP,NNP
why don't you pick the books up and take them over to ursula ?,take,take,VB,them,ursula,PRP,NNP
will you read it to me ?,read,read,VB,it,me,PRP,PRP
you want ta give em to me ?,give,give,VB,em,me,PRP,PRP
mhm he loaned it to daddy .,loan,loaned,VBD,it,daddy,PRP,NNP
you give them to me .,give,give,VBP,them,me,PRP,PRP
oh i see well we're taking it to our home .,take,taking,VBG,it,home,PRP,NN
what're you writing to nana ?,write,writing,VBG,what,nana,WP,NNP
oh oh oh i see you're writing a letter to nana .,write,writing,VBG,letter,nana,NN,NNP
yes i wrote a message to mommy mhm .,write,wrote,VBD,message,mommy,NN,NN
okay well let's go in the dining room then and sit down and then and loi will bring it to you okay ?,bring,bring,VB,it,you,PRP,PRP
lois gave it to you .,give,gave,VBD,it,you,PRP,PRP
well not exactly but give it to your mommy so she can keep it .,give,give,VB,it,mommy,PRP,NN
she's giving a haircut to julius .,give,giving,VBG,haircut,julius,NN,NNP
can you tell manuela what did you say to mommy when you were chilly ?,say,say,VB,what,mommy,WP,NN
you can give frederick to mommy please .,give,give,VB,frederick,mommy,NNP,NN
and look you can bring a magic wand to manuela too .,bring,bring,VB,wand,manuela,NN,NNP
you know you do have some other books or you wanna read the very hungry caterpillar to them ?,read,read,VB,caterpillar,them,NN,PRP
the cat says that to little bear ?,say,says,VBZ,that,bear,DT,NNP
it's for giving electricity to the camera .,give,giving,VBG,electricity,camera,NN,NN
watch the ball better pay attention to that .,pay,pay,VB,attention,that,NN,DT
you want me to flip this over to the other pictures or you like the animals .,flip,flip,VB,this,pictures,DT,NNS
and roman do you take this to bed with you or anything like that does he go to sleep with you .,take,take,VB,this,bed,DT,NN
and and what do you say to her when she does things that bother you ?,say,say,VB,what,her,WP,PRP
what does she say to you ?,say,say,VB,what,you,WP,PRP
yours needs to take a flower to his mama ?,take,take,VB,flower,mama,NN,NN
alright take them to the book store .,take,take,VB,them,store,PRP,NN
wanna carry it to the kitchen for me ?,carry,carry,VB,it,kitchen,PRP,NN
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
peter give em to her .,give,give,VBP,em,her,PRP,PRP
what would the piggy say to erin ?,say,say,VB,what,erin,WP,NNP
what would the pig say to erin ?,say,say,VB,what,erin,WP,NNP
okay there was a man who could not walk four of his friends carried him to the village where jesus was .,carry,carried,VBD,friends,him,NNS,PRP
what did they do to bring him to jesus ?,bring,bring,VB,him,jesus,PRP,NNP
yeah he's getting ready to dance oh and then also what is he saying to jesus .,say,saying,VBG,what,jesus,WP,NNP
when you go to sleep at night do you bring a stuffed animal with you to bed ?,bring,bring,VB,sleep,night,NN,NN
you delivered mail to me and to gabby and debbie ?,deliver,delivered,VBD,mail,me,NN,PRP
okay let's not stick the microphone up your nose what did you say to daddy when he told you to put your salami together today .,say,say,VB,microphone,nose,NN,NN
you're right he said you had to chew chew chew it you said what what did you say to him .,say,say,VB,what,what,WP,WP
sure you can give it to amanda now if you want .,give,give,VB,it,amanda,PRP,NNP
you have to hold your box and microphone but you can give the clip to amanda if you don't want to hold .,give,give,VB,clip,amanda,NN,NNP
gave your big puppy back to you but there you are holding your puppy .,give,gave,VBD,puppy,you,NN,PRP
see the mummy reading the story to the baby .,read,reading,VBG,story,baby,NN,NN
go ahead and say something to it !,say,say,VB,something,it,NN,PRP
pick it up and say something to it .,say,say,VB,something,it,NN,PRP
we also took out plant to the doctor ?,take,took,VBD,plant,doctor,NN,NN
i'm sorry naima i wasn't paying attention to you ?,pay,paying,VBG,attention,you,NN,PRP
you were offering it to him with your hand !,offer,offering,VBG,it,him,PRP,PRP
why don't you have bert tell the story to ernie okay ?,tell,tell,VB,story,ernie,NN,NNP
how about you read the story to him ?,read,read,VB,story,him,NN,PRP
who gave alexandra to you ?,give,gave,VBD,alexandra,you,NNP,PRP
who gave alexandra to you ?,give,gave,VBD,alexandra,you,NNP,PRP
who gave it to you before kimberly ?,give,gave,VBD,it,you,PRP,PRP
who gave it to you first ?,give,gave,VBD,it,you,PRP,PRP
well i tried to read it to you awhile ago turkey ?,read,read,VB,it,you,PRP,PRP
oh sally give that to us .,give,give,VB,that,us,DT,PRP
here go give these to manuela ?,give,give,VB,these,manuela,DT,NNP
go give those to her quickly .,give,give,VB,those,her,DT,PRP
so take the truck to the garage ?,take,take,VB,truck,garage,NN,NN
hey did you bring sully to school today matty ?,bring,bring,VB,sully,school,NNP,NN
maybe you could ah give some to erin .,give,give,VB,some,erin,DT,NNP
would you show that to ursula ?,show,show,VB,that,ursula,DT,NNP
he broke his bank and he's showing it to you ?,show,showing,VBG,it,you,PRP,PRP
are you going to give it to him ?,give,give,VB,it,him,PRP,PRP
you hit the ball and the panda bear throws it to sleepy bear ?,throw,throws,VBZ,it,bear,PRP,NN
can you can you bring this over and give it to her and and try to wave it in front of her face or something ?,give,give,VB,it,her,PRP,PRP
well that's the ones washed left over that aren't organic but you could give those to her i guess ?,give,give,VB,those,her,DT,PRP
and icebox versus taking the side trip to gramps' farm on the way home i'd prefer to take the side trip to gramps' farm .,take,taking,VBG,trip,farm,NN,NN
we'll read it to you as soon .,read,read,VB,it,you,PRP,PRP
then i'll give it right back to you .,give,give,VB,it,you,PRP,PRP
want to give it to me .,give,give,VB,it,me,PRP,PRP
give it to me and i'll put it on ?,give,give,VB,it,me,PRP,PRP
harold's gonna bring it to you .,bring,bring,VB,it,you,PRP,PRP
what is mavis saying to salty ?,say,saying,VBG,what,salty,WP,NNP
what is she saying to salty now ?,say,saying,VBG,what,salty,WP,NNP
what did he decide to do he pushed the hippo to the top and made him fly right into the castle ?,push,pushed,VBD,what,hippo,WP,NN
you wanna roll it down to the other one .,roll,roll,VB,it,one,PRP,NN
what did the rising tide say to naima ?,say,say,VB,what,naima,WP,NNP
there what do you say to that .,say,say,VB,what,that,WP,DT
can you give it to daddy ?,give,give,VB,it,daddy,PRP,NN
then you say it to me say mom if i move can i move this and try and straighten it out .,say,say,VBP,it,me,PRP,PRP
naima would you like to take sleepy bear down to breakfast with you today ?,take,take,VB,bear,breakfast,NNP,NN
i'll take her to the blueberry patch .,take,take,VB,her,patch,PRP,NN
they whispered to each other an elephant in rhino city .,whisper,whispered,VBD,other,elephant,JJ,NN
late one summer afternoon lisa and her mother took their laundry to the laundromat .,take,took,VBD,laundry,laundromat,NN,NN
pockets said corduroy to himself .,say,said,VBD,corduroy,himself,NN,PRP
whaddo you say to swiper .,say,say,VBP,whaddo,swiper,WP,NNP
we made it to the duck pond .,make,made,VBD,it,pond,PRP,NN
you forgot to tell that to daddy ?,tell,tell,VB,that,daddy,DT,NNP
i will read one flap book to you and then i have to check something on the computer .,read,read,VB,book,you,NN,PRP
i'll take you to the potty if want to .,take,take,VB,you,potty,PRP,NN
oh you're gonna take that book to daddy .,take,take,VB,book,daddy,NN,NN
show your other pictures to daddy !,show,show,VB,pictures,daddy,NNS,NN
wait a minute show it to daddy .,show,show,VB,it,daddy,PRP,NN
oh you showed that to daddy .,show,showed,VBD,that,daddy,DT,NN
why don't you show that to daddy ?,show,show,VB,that,daddy,DT,NN
show it to daddy that picture .,show,show,VB,daddy,picture,NN,NN
why don't you take that one to daddy .,take,take,VB,one,daddy,NN,NN
give one to the snake .,give,give,VB,one,snake,CD,NN
you took it out to the kitchen .,take,took,VBD,it,kitchen,PRP,NN
let's give it to daddy and he can hang it up for us .,give,give,VB,it,daddy,PRP,NN
you took your can to bed last night .,take,took,VBD,can,bed,NN,NN
oh don't whoops keep it and show it to daddy .,show,show,VB,it,daddy,PRP,NN
take your picture show your picture to daddy ?,show,show,VB,picture,daddy,NN,NN
show your picture to daddy nathaniel .,show,show,VB,picture,nathaniel,NN,NNP
we oh did you and daddy go to take buddy to the park .,take,take,VB,buddy,park,NN,NN
what would the dinosaur say to the big ?,say,say,VB,what,big,WP,JJ
should i read this book to you ?,read,read,VB,book,you,NN,PRP
what do you say to that boo .,say,say,VB,what,boo,WP,UH
oh you gonna read it to daddy .,read,read,VB,it,daddy,PRP,NN
these are photographs that sam took in the town she went to .,take,took,VBD,that,town,WDT,NN
well you gave it to me as a present so it's mine isn't it .,give,gave,VBD,it,me,PRP,PRP
here why don't we bring this over to the table here ?,bring,bring,VB,this,table,DT,NN
do you wanna tell it to them ?,tell,tell,VB,it,them,PRP,PRP
you don't wanna give this this present to like this little boy ?,give,give,VB,present,boy,NN,NN
do you wanna read the book to me ?,read,read,VB,book,me,NN,PRP
whoops take the baby to the breakfast table ?,take,take,VB,baby,table,NN,NN
why don't you introduce mommy to all the people ?,introduce,introduce,VB,mommy,people,NN,NNS
why don't you sign your name to this pretty picture ?,sign,sign,VB,name,picture,NN,NN
bring it to me and i'll get the keys out .,bring,bring,VB,it,me,PRP,PRP
what'd you want ta say to television land ?,say,say,VB,what,land,WP,NN
okay give em to me ?,give,give,VB,em,me,PRP,PRP
who gave it to you who gave you that ?,give,gave,VBD,it,you,PRP,PRP
what did you bring to me ?,bring,bring,VB,what,me,WP,PRP
did you see what nonna sent to you ?,send,sent,VBD,what,you,WP,PRP
give something to drink to your dolly and i'll go get you some juice ?,give,give,VB,something,dolly,NN,NNP
okay you give something to drink to your dolly too cause i bet your dolly's thirsty ?,give,give,VB,something,dolly,NN,NN
now i can take it to sir topham hatt ?,take,take,VB,it,hatt,PRP,NNP
we won't release our brakes until you give it to us .,give,give,VBP,it,us,PRP,PRP
we're gonna drop a rope to you ?,drop,drop,VB,rope,you,NN,PRP
catch the rope and pull toby to safety ?,pull,pull,VB,toby,safety,NNP,NN
when gordon was repaired again he took sir topham hatt to the new station for its second official opening ?,take,took,VBD,hatt,station,NNP,NN
amanda needs to take that we need to give that to her because maybe she forgot it ?,give,give,VB,that,her,DT,PRP
you gonna sing happy birthday to yourself .,sing,sing,VB,birthday,yourself,NN,PRP
oh show that face to amanda .,show,show,VB,face,amanda,NN,NNP
do you can you introduce your friends to amanda ?,introduce,introduce,VB,friends,amanda,NNS,NNP
oh okay i'll have to read it to myself .,read,read,VB,it,myself,PRP,PRP
and what is he saying to the lady .,say,saying,VBG,what,lady,WP,NN
would you like to read this book to me and tell me what else it's about .,read,read,VB,book,me,NN,PRP
will you give it to me for free .,give,give,VB,it,me,PRP,PRP
are you gonna give it to me anyway ?,give,give,VB,it,me,PRP,PRP
shall we take the dogs to the doll house ?,take,take,VB,dogs,house,NNS,NN
what are you going to feed to him ?,feed,feed,VB,what,him,WP,PRP
did he lend it to you for the week end ?,lend,lend,VB,it,you,PRP,PRP
shall we bring the doll to your doll house ?,bring,bring,VB,doll,house,NN,NN
do you wanna take them to the pasture and let me see where that is ?,take,take,VB,them,pasture,PRP,NN
can you tell it to us ?,tell,tell,VB,it,us,PRP,PRP
you're gonna have to tell it to us .,tell,tell,VB,it,us,PRP,PRP
now what did the mommy always say to the baby horse .,say,say,VB,what,horse,WP,NN
what did the mommy say to the baby horse every time ?,say,say,VB,what,horse,WP,NN
i'll drive you to school ?,drive,drive,VB,you,school,PRP,NN
i used to say that to you all the time .,say,say,VB,that,you,DT,PRP
you going to take the train to the village .,take,take,VB,train,village,NN,NN
gonna take it to the forest .,take,take,VB,it,forest,PRP,NN
nina's gonna give it to him as a birthday present ?,give,give,VB,it,him,PRP,PRP
okay are you gonna carry this present to ari .,carry,carry,VB,present,ari,NN,NNP
you're going to give it to him ?,give,give,VB,it,him,PRP,PRP
who are you giving the peas to ?,give,giving,VBG,who,peas,WP,NNS
you gonna feed it to her then ?,feed,feed,VB,it,her,PRP,PRP
how are you going to feed it to her ?,feed,feed,VB,it,her,PRP,PRP
you gonna give that cup to dolly .,give,give,VB,cup,dolly,NN,NNP
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
did a man or a lady give it to you .,give,give,VB,it,you,PRP,PRP
did she say you could bring it to your home ?,bring,bring,VB,it,home,PRP,NN
are you drinking and eating everything and you're not giving anything to dolly ?,give,giving,VBG,anything,dolly,NN,NNP
who gave them to you ?,give,gave,VBD,them,you,PRP,PRP
who gave them to you ?,give,gave,VBD,them,you,PRP,PRP
who gave them to you ?,give,gave,VBD,them,you,PRP,PRP
would you like to read that to her .,read,read,VB,that,her,DT,PRP
you're going to read the story to her in the bath tub or while she's getting dry ?,read,read,VB,story,her,NN,PRP
are you going to sit beside her and read it to her .,read,read,VB,it,her,PRP,PRP
are you going to read the story to me too ?,read,read,VB,story,me,NN,PRP
i want you to show it to me too .,show,show,VB,it,me,PRP,PRP
okay give it to me ?,give,give,VB,it,me,PRP,PRP
david give it to em .,give,give,VBP,it,em,PRP,PRP
i just wanted to show it to emma ?,show,show,VB,it,emma,PRP,NNP
i'm just taking the skin off and i'm going to give it right back to you ?,give,give,VB,it,you,PRP,PRP
then ush will give it to you when it's your turn ?,give,give,VB,it,you,PRP,PRP
we'll each give a half to her .,give,give,VB,half,her,NN,PRP
what's she bringing to the baby ?,bring,bringing,VBG,what,baby,WP,NN
i think you should say goodbye to her though .,say,say,VB,goodbye,her,NN,PRP
well you gonna give it to me ?,give,give,VB,it,me,PRP,PRP
would you like to take her out to the bath room before you start on the next thing .,take,take,VB,her,room,PRP,NN
emma gives it to you .,give,gives,VBZ,it,you,PRP,PRP
i'll give it to you in a minute but just leave it right there for right now okay ?,give,give,VB,it,you,PRP,PRP
if you're real good mommy will give it to you ?,give,give,VB,it,you,PRP,PRP
come over here and i'll give it to you ?,give,give,VB,it,you,PRP,PRP
that's a nice boy offering your only cookie to your mother ?,offer,offering,VBG,cookie,mother,NN,NN
oh you're gonna give it to mom .,give,give,VB,it,mom,PRP,NN
you know mommy will give it to you it's just not right away ?,give,give,VB,it,you,PRP,PRP
in just a little bit mommy give it to you okay ?,give,give,VBP,bit,it,NN,PRP
mommy give it to you in a little bit .,give,give,VB,it,you,PRP,PRP
see i told you i would give it to you .,give,give,VB,it,you,PRP,PRP
come on now wait until she gives it to you okay .,give,gives,VBZ,it,you,PRP,PRP
when she comes back when she tells us you can have it then i'll give it to you ?,give,give,VB,us,it,PRP,PRP
give it to mommy .,give,give,VB,it,mommy,PRP,NN
can you take it to the corner ?,take,take,VB,it,corner,PRP,NN
want me to give it to you .,give,give,VB,it,you,PRP,PRP
here give it to mom ?,give,give,VB,it,mom,PRP,NN
what do you say to mom ?,say,say,VB,what,mom,WP,NN
no give it to me ?,give,give,VB,it,me,PRP,PRP
just give it to mom okay .,give,give,VB,it,mom,PRP,NN
okay if you be good i'll give it to you okay .,give,give,VB,it,you,PRP,PRP
give it to me ?,give,give,VB,it,me,PRP,PRP
does this mean i don't have to take you out to lunch .,take,take,VB,you,lunch,PRP,NN
do i still have to take you to lunch then .,take,take,VB,you,lunch,PRP,NN
do you want to give one to cromer ?,give,give,VB,one,cromer,CD,NNP
why don't you give it back to mr cromer .,give,give,VB,it,cromer,PRP,NNP
you give it to him and let him put it in his own pocket .,give,give,VBP,it,him,PRP,PRP
what did you say to marian on the telephone ?,say,say,VB,what,marian,WP,NNP
should i give it to you .,give,give,VB,it,you,PRP,PRP
have you introduced amanda to blankie ?,introduce,introduced,VBN,amanda,blankie,NNP,NNP
oh what do you usually say to snow .,say,say,VB,what,snow,WP,NN
oh are you going to bring it to mommy .,bring,bring,VB,it,mommy,PRP,NN
well actually you don't have to bring it to the toy store with you .,bring,bring,VB,it,store,PRP,NN
would you like to have a little brother or sister or would you like to be mommy's only baby so that i pay all my attention to you .,pay,pay,VBP,attention,you,NN,PRP
can i read one to you .,read,read,VB,one,you,CD,PRP
and what do i say to cinderella ?,say,say,VB,what,cinderella,WP,NNP
he gives gas to people .,give,gives,VBZ,gas,people,NN,NNS
i sure am going to take it to school .,take,take,VB,it,school,PRP,NN
i'll give all these to you .,give,give,VB,these,you,DT,PRP
i know i'll give it to you when i'm done ?,give,give,VB,it,you,PRP,PRP
and what'd you say to grandma .,say,say,VB,what,grandma,WP,NN
what'd you say to him ?,say,say,VB,what,him,WP,PRP
can you show this to aunt carey ?,show,show,VB,this,carey,DT,NNP
who gave that to you ?,give,gave,VBD,that,you,DT,PRP
emily what do they pass around to each other .,pass,pass,VB,what,other,WP,JJ
do you want me to read it to you ?,read,read,VB,it,you,PRP,PRP
are you going to give it to ursula ?,give,give,VB,it,ursula,PRP,NNP
bring it to daddy ?,bring,bring,VB,it,daddy,PRP,NN
ross shows the airplane to brian .,show,shows,VBZ,airplane,brian,NN,NNP
shall we sing happy birthday to marky .,sing,sing,VB,birthday,marky,NN,NNP
can you sing happy birthday to mark ?,sing,sing,VB,birthday,mark,NN,NNP
mommy will give it to you .,give,give,VB,it,you,PRP,PRP
and then daddy said he was giving some toys to ross and he said .,give,giving,VBG,toys,ross,NNS,NNP
you gonna sing happy birthday to your cake ?,sing,sing,VB,birthday,cake,NN,NN
here give it to marky ?,give,give,VB,it,marky,PRP,NNP
okay i'll give them back to you as soon as i'm done writing my name okay .,give,give,VB,them,you,PRP,PRP
okay give it to me .,give,give,VB,it,me,PRP,PRP
then i'll give it back to you okay .,give,give,VB,it,you,PRP,PRP
can you pick these pieces up and i'll read it to you ?,read,read,VB,it,you,PRP,PRP
i give it to you ?,give,give,VBP,it,you,PRP,PRP
say that to me again please ?,say,say,VB,that,me,DT,PRP
for my study so i could bring them to fredonia huh ?,bring,bring,VB,them,fredonia,PRP,NNP
did you take your baby to the zoo today ?,take,take,VB,baby,zoo,NN,NN
well i'll give them back to you as soon as i wash them .,give,give,VB,them,you,PRP,PRP
oh you dope you don't want to take your glasses to bed .,take,take,VB,glasses,bed,NNS,NN
okay you can take the glasses to bed .,take,take,VB,glasses,bed,NNS,NN
no no you take baaee to bed ?,take,take,VBP,baaee,bed,PRP,NN
does dingo take his car to bed with him .,take,take,VB,car,bed,NN,NN
who introduced this one to honey ?,introduce,introduced,VBD,one,honey,NN,NNP
okay you gonna say nightie night to lia now .,say,say,VB,night,lia,NN,NNP
you could at least say good night to her since she came in to talk to you .,say,say,VB,night,her,NN,PRP
who introduced this one to honey ?,introduce,introduced,VBD,one,honey,NN,NNP
okay you gonna say nightie night to lia now .,say,say,VB,night,lia,NN,NNP
you could at least say good night to her since she came in to talk to you .,say,say,VB,night,her,NN,PRP
would you like to read a book to me .,read,read,VB,book,me,NN,PRP
would you like to read franklin to me .,read,read,VB,franklin,me,NNP,PRP
maybe we'll give a plate to belle so she can eat .,give,give,VB,plate,belle,NN,NNP
lowly takes hilda to dr rabbit's office .,take,takes,VBZ,hilda,office,NNP,NN
do you wanna read it to me ?,read,read,VB,it,me,PRP,PRP
and who delivers mail to you ?,deliver,delivers,VBZ,mail,you,NN,PRP
you wanna eat that or give that to mommy ?,give,give,VB,that,mommy,DT,NN
here you go mr fix it gives the nut to bruno this one should fit ?,give,gives,VBZ,nut,bruno,NN,NNP
lowly comes over to hilda i'm making a valentine at my home for you too .,make,making,VBG,hilda,valentine,NNP,NNP
you know what he said to me this morning when i came in ?,say,said,VBD,what,me,WP,PRP
we have to give that back to mr makenzie .,give,give,VB,that,makenzie,DT,NNP
i'll give it to you on a plate ?,give,give,VB,it,you,PRP,PRP
yep we're gonna give those truck to william ?,give,give,VB,truck,william,NN,NNP
maybe we could give it to him for his half birthday because he'll be two and a half too .,give,give,VB,it,him,PRP,PRP
i think i gave it to you to feel ?,give,gave,VBD,it,you,PRP,PRP
where'r you gonna push griz to on his very fun ride ?,push,push,VB,griz,ride,NNP,NN
you're bringing a dinosaur book to maine .,bring,bringing,VBG,book,maine,NN,NNP
you reading it to him .,read,reading,VBG,it,him,PRP,PRP
you're reading it to him ?,read,reading,VBG,it,him,PRP,PRP
how about you hand them to me and i'll stack them ?,hand,hand,VBP,them,me,PRP,PRP
yeah who're they gonna bring the flowers to .,bring,bring,VB,who,flowers,WP,NNS
you mean well you want me to give it to you and you push it .,give,give,VB,it,you,PRP,PRP
you read it to me now ?,read,read,VBP,it,me,PRP,PRP
why don't you pick up cromer's pen and give it to him before you break it ?,give,give,VB,it,him,PRP,PRP
bring your scissors over to the table ?,bring,bring,VB,scissors,table,NNS,NN
lily are you going to sing happy birthday to trevor ?,sing,sing,VB,birthday,trevor,NN,NNP
maybe you wanna read the rest of the lion king book to yourself honey ?,read,read,VB,rest,book,NN,NN
in the airport the trucks have to carry the the cargo from the planes to other planes or into the city .,carry,carry,VB,cargo,planes,NN,NNS
take it out to framingham .,take,take,VB,it,framingham,PRP,NNP
have to deliver that freight to framingham .,deliver,deliver,VB,freight,framingham,NN,NNP
nathaniel please give them to baaee ?,give,give,VB,them,baaee,PRP,NNP
you take that peam to daddy would you .,take,take,VBP,peam,daddy,NN,NN
why don't you give it to me honey .,give,give,VB,it,me,PRP,PRP
wanna take ernie to bed with you tonight ?,take,take,VB,ernie,bed,NNP,NN
oh you're taking it to santa claus .,take,taking,VBG,it,claus,PRP,NNP
oh that story is all about how the mother bear tells a story to each of her little bear children .,tell,tells,VBZ,story,each,NN,DT
will take me to the pirate ?,take,take,VB,me,pirate,PRP,NN
because they make the c ds and then give them to me .,give,give,VBP,them,me,PRP,PRP
but he only wants him to bring him to the gym later so if he can't find him i can find him today .,bring,bring,VB,him,gym,PRP,NN
do you want me to read it to you ?,read,read,VB,it,you,PRP,PRP
will you read it to me !,read,read,VB,it,me,PRP,PRP
okay read it to me !,read,read,VB,it,me,PRP,PRP
want me to read it to you ?,read,read,VB,it,you,PRP,PRP
we can tell stories about the different things we need to only a couple more ?,tell,tell,VB,stories,things,NNS,NNS
would you like me to read this book to you while you're eating your toast .,read,read,VB,book,you,NN,PRP
well she came in about seven and the reaction was over by eleven thirty i sent her home with the benedryl with the instructions to her husband .,send,sent,VBD,thirty,her,CD,PRP
i don't think they can say hello to you .,say,say,VB,hello,you,UH,PRP
well i know who did you give it to .,give,give,VB,who,it,WP,PRP
do they bring 'em to the librarian ?,bring,bring,VB,'em,librarian,PRP,NN
without asking someone to pass it to him .,pass,pass,VB,it,him,PRP,PRP
i'll read it to you ?,read,read,VB,it,you,PRP,PRP
after i read this to you i'm gonna take a break ?,read,read,VBP,this,you,DT,PRP
okay you gonna show it to the bird children .,show,show,VB,it,children,PRP,NNS
but now i'm hurt better take me to the hospital .,take,take,VB,me,hospital,PRP,NN
you gave it to your mommy .,give,gave,VBD,it,mommy,PRP,NN
you gonna take the baby to the store ?,take,take,VB,baby,store,NN,NN
why don't you come here and take the baby to the store ?,take,take,VB,baby,store,NN,NN
can you give that to em on the table ?,give,give,VB,that,em,DT,PRP
let's go take some something to the mommy and daddy to drink .,take,take,VB,something,mommy,NN,NN
yes you sit down there and read a story to the microphone .,read,read,VBP,story,microphone,NN,NN
will you read it to me .,read,read,VB,it,me,PRP,PRP
and we'll bring it to school with us on the first day .,bring,bring,VB,it,school,PRP,NN
do you wanna bring some in to her ?,bring,bring,VB,some,her,DT,PRP
that don't fit you and we can give them to baby cassie .,give,give,VB,them,cassie,PRP,NNP
you read it to me .,read,read,VBD,it,me,PRP,PRP
give it to me .,give,give,VB,it,me,PRP,PRP
maybe i can read the whole thing to you .,read,read,VB,thing,you,NN,PRP
oh you wanna read it to yourself ?,read,read,VB,it,yourself,PRP,PRP
