idx,dative,givenness_template,hypothesis_id,hypothesis_item,code_id,code_score,length_score,haap_score,score,best_lr,best_wd,best_epoch,template_id,item,template_type,template,combo,stimulus,agent,theme,recipient,theme_pronominality,theme_animacy,theme_definiteness,recipient_pronominality,recipient_animacy,recipient_definiteness,length_diff,theme_givenness,recipient_givenness
9549,DO,3,861,7,15,7,2.6094379124341005,9.6094379124341,9.6094379124341,0.05,0,35,3,861,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_5,"Here's Michael with Ethan !
<s> Michael [verb] him the cup with a red top .",Michael,the cup with a red top,him,noun,inanimate,definite,pronoun,animate,definite,5,new,given
9551,DO,1,861,8,15,7,2.6094379124341005,9.6094379124341,9.6094379124341,0.05,0,38,1,861,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_5,"Do you see Sarah and the children ?
<s> Sarah [verb] them the toy that's in the bag .",Sarah,the toy that's in the bag,them-a,noun,inanimate,definite,pronoun,animate,definite,5,new,given
9551,DO,2,861,8,15,7,2.6094379124341005,9.6094379124341,9.6094379124341,0.05,0,22,2,861,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_5,"Look it's Sarah and the children !
<s> Sarah [verb] them the toy that's in the bag .",Sarah,the toy that's in the bag,them-a,noun,inanimate,definite,pronoun,animate,definite,5,new,given
9551,DO,3,861,8,15,7,2.6094379124341005,9.6094379124341,9.6094379124341,0.05,0,21,3,861,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_5,"Here's Sarah with the children !
<s> Sarah [verb] them the toy that's in the bag .",Sarah,the toy that's in the bag,them-a,noun,inanimate,definite,pronoun,animate,definite,5,new,given
9553,DO,1,862,1,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,31,1,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Do you see Alex and Peter ?
<s> Alex [verb] him the cup with water .",Alex,the cup with water,him,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9553,DO,2,862,1,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,15,2,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Look it's Alex and Peter !
<s> Alex [verb] him the cup with water .",Alex,the cup with water,him,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9553,DO,3,862,1,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,29,3,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Here's Alex with Peter !
<s> Alex [verb] him the cup with water .",Alex,the cup with water,him,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9555,DO,1,862,2,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,13,1,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Do you see Jenny and us ?
<s> Jenny [verb] us the book with pictures .",Jenny,the book with pictures,us,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9555,DO,2,862,2,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,19,2,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Look it's Jenny and us !
<s> Jenny [verb] us the book with pictures .",Jenny,the book with pictures,us,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9555,DO,3,862,2,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,38,3,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Here's Jenny with us !
<s> Jenny [verb] us the book with pictures .",Jenny,the book with pictures,us,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9557,DO,1,862,3,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,15,1,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Do you see Mark and those people ?
<s> Mark [verb] them the book with pictures .",Mark,the book with pictures,them-a,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9557,DO,2,862,3,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,14,2,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Look it's Mark and the pigs !
<s> Mark [verb] them the book with pictures .",Mark,the book with pictures,them-a,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9557,DO,3,862,3,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,18,3,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Here's Mark with the children !
<s> Mark [verb] them the book with pictures .",Mark,the book with pictures,them-a,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9559,DO,1,862,4,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,18,1,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Do you see Judy and the pigs ?
<s> Judy [verb] them the cup with water .",Judy,the cup with water,them-a,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9559,DO,2,862,4,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,13,2,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Look it's Judy and the children !
<s> Judy [verb] them the cup with water .",Judy,the cup with water,them-a,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9559,DO,3,862,4,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,19,3,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Here's Judy with those people !
<s> Judy [verb] them the cup with water .",Judy,the cup with water,them-a,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9561,DO,1,862,5,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,26,1,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Do you see William and Catherine ?
<s> William [verb] her the book with pictures .",William,the book with pictures,her,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9561,DO,2,862,5,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,26,2,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Look it's William and Sally !
<s> William [verb] her the book with pictures .",William,the book with pictures,her,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9561,DO,3,862,5,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,19,3,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Here's William with Nina !
<s> William [verb] her the book with pictures .",William,the book with pictures,her,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9563,DO,1,862,6,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,31,1,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Do you see Sarah and me ?
<s> Sarah [verb] me the book with pictures .",Sarah,the book with pictures,me,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9563,DO,2,862,6,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,43,2,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Look it's Sarah and me !
<s> Sarah [verb] me the book with pictures .",Sarah,the book with pictures,me,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9563,DO,3,862,6,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,57,3,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Here's Sarah with me !
<s> Sarah [verb] me the book with pictures .",Sarah,the book with pictures,me,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9565,DO,1,862,7,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,32,1,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Do you see Laura and me ?
<s> Laura [verb] me the cup with water .",Laura,the cup with water,me,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9565,DO,2,862,7,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,26,2,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Look it's Laura and me !
<s> Laura [verb] me the cup with water .",Laura,the cup with water,me,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9565,DO,3,862,7,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,28,3,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Here's Laura with me !
<s> Laura [verb] me the cup with water .",Laura,the cup with water,me,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9567,DO,1,862,8,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,39,1,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Do you see Michael and Peter ?
<s> Michael [verb] him the book with pictures .",Michael,the book with pictures,him,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9567,DO,2,862,8,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,37,2,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Look it's Michael and Joseph !
<s> Michael [verb] him the book with pictures .",Michael,the book with pictures,him,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9567,DO,3,862,8,15,7,2.09861228866811,9.098612288668111,9.098612288668111,0.05,0,23,3,862,agent-1arg,agent-recipient,agent-1arg_recipient__nidpad_3,"Here's Michael with Ross !
<s> Michael [verb] him the book with pictures .",Michael,the book with pictures,him,noun,inanimate,definite,pronoun,animate,definite,3,new,given
9569,DO,1,869,1,15,6,1,7,7,0.05,0,17,1,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Do you see Alex and the apple ?
<s> Alex [verb] it the boxes .",Alex,the boxes,it,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9569,DO,2,869,1,15,6,1,7,7,0.05,0,22,2,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Look it's Alex and the milk !
<s> Alex [verb] it the boxes .",Alex,the boxes,it,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9569,DO,3,869,1,15,6,1,7,7,0.05,0,15,3,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Here's Alex with the picture !
<s> Alex [verb] it the boxes .",Alex,the boxes,it,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9571,DO,1,869,2,15,6,1,7,7,0.05,0,14,1,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Do you see Laura and the pictures ?
<s> Laura [verb] them the boxes .",Laura,the boxes,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9571,DO,2,869,2,15,6,1,7,7,0.05,0,26,2,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Look it's Laura and the photographs !
<s> Laura [verb] them the boxes .",Laura,the boxes,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9571,DO,3,869,2,15,6,1,7,7,0.05,0,37,3,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Here's Laura with the pictures !
<s> Laura [verb] them the boxes .",Laura,the boxes,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9573,DO,1,869,3,15,6,1,7,7,0.05,0,14,1,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Do you see Sarah and the apple ?
<s> Sarah [verb] it the toy .",Sarah,the toy,it,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9573,DO,2,869,3,15,6,1,7,7,0.05,0,30,2,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Look it's Sarah and the coffee !
<s> Sarah [verb] it the toy .",Sarah,the toy,it,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9573,DO,3,869,3,15,6,1,7,7,0.05,0,51,3,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Here's Sarah with the milk !
<s> Sarah [verb] it the toy .",Sarah,the toy,it,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9575,DO,1,869,4,15,6,1,7,7,0.05,0,7,1,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Do you see Jenny and the socks ?
<s> Jenny [verb] them the chair .",Jenny,the chair,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9575,DO,2,869,4,15,6,1,7,7,0.05,0,9,2,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Look it's Jenny and the candies !
<s> Jenny [verb] them the chair .",Jenny,the chair,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9575,DO,3,869,4,15,6,1,7,7,0.05,0,11,3,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Here's Jenny with the photographs !
<s> Jenny [verb] them the chair .",Jenny,the chair,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9577,DO,1,869,5,15,6,1,7,7,0.05,0,32,1,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Do you see Michael and the pictures ?
<s> Michael [verb] them the cups .",Michael,the cups,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9577,DO,2,869,5,15,6,1,7,7,0.05,0,22,2,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Look it's Michael and the candies !
<s> Michael [verb] them the cups .",Michael,the cups,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9577,DO,3,869,5,15,6,1,7,7,0.05,0,14,3,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Here's Michael with the candies !
<s> Michael [verb] them the cups .",Michael,the cups,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9579,DO,1,869,6,15,6,1,7,7,0.05,0,10,1,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Do you see Judy and the photographs ?
<s> Judy [verb] them the toys .",Judy,the toys,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9579,DO,2,869,6,15,6,1,7,7,0.05,0,10,2,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Look it's Judy and the crayons !
<s> Judy [verb] them the toys .",Judy,the toys,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9579,DO,3,869,6,15,6,1,7,7,0.05,0,16,3,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Here's Judy with the pictures !
<s> Judy [verb] them the toys .",Judy,the toys,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9581,DO,1,869,7,15,6,1,7,7,0.05,0,26,1,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Do you see William and the pictures ?
<s> William [verb] them the cup .",William,the cup,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9581,DO,2,869,7,15,6,1,7,7,0.05,0,13,2,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Look it's William and the candies !
<s> William [verb] them the cup .",William,the cup,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9581,DO,3,869,7,15,6,1,7,7,0.05,0,14,3,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Here's William with the socks !
<s> William [verb] them the cup .",William,the cup,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9583,DO,1,869,8,15,6,1,7,7,0.05,0,19,1,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Do you see Mark and the photographs ?
<s> Mark [verb] them the cookies .",Mark,the cookies,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9583,DO,2,869,8,15,6,1,7,7,0.05,0,26,2,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Look it's Mark and the pictures !
<s> Mark [verb] them the cookies .",Mark,the cookies,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9583,DO,3,869,8,15,6,1,7,7,0.05,0,70,3,869,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_1,"Here's Mark with the socks !
<s> Mark [verb] them the cookies .",Mark,the cookies,them-i,noun,inanimate,definite,pronoun,inanimate,definite,1,new,given
9585,DO,1,870,1,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,11,1,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Do you see Jenny and the paper ?
<s> Jenny [verb] it the blue ball .",Jenny,the blue ball,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9585,DO,2,870,1,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,11,2,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Look it's Jenny and the coffee !
<s> Jenny [verb] it the blue ball .",Jenny,the blue ball,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9585,DO,3,870,1,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,25,3,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Here's Jenny with the coffee !
<s> Jenny [verb] it the blue ball .",Jenny,the blue ball,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9587,DO,1,870,2,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,37,1,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Do you see William and the coffee ?
<s> William [verb] it the small cup .",William,the small cup,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9587,DO,2,870,2,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,54,2,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Look it's William and the apple !
<s> William [verb] it the small cup .",William,the small cup,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9587,DO,3,870,2,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,24,3,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Here's William with the milk !
<s> William [verb] it the small cup .",William,the small cup,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9589,DO,1,870,3,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,20,1,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Do you see Alex and the coffee ?
<s> Alex [verb] it the little ball .",Alex,the little ball,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9589,DO,2,870,3,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,8,2,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Look it's Alex and the milk !
<s> Alex [verb] it the little ball .",Alex,the little ball,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9589,DO,3,870,3,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,9,3,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Here's Alex with the milk !
<s> Alex [verb] it the little ball .",Alex,the little ball,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9591,DO,1,870,4,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,20,1,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Do you see Mark and the picture ?
<s> Mark [verb] it the blue toy .",Mark,the blue toy,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9591,DO,2,870,4,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,13,2,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Look it's Mark and the picture !
<s> Mark [verb] it the blue toy .",Mark,the blue toy,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9591,DO,3,870,4,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,42,3,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Here's Mark with the apple !
<s> Mark [verb] it the blue toy .",Mark,the blue toy,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9593,DO,1,870,5,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,10,1,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Do you see Sarah and the milk ?
<s> Sarah [verb] it the red toys .",Sarah,the red toys,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9593,DO,2,870,5,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,31,2,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Look it's Sarah and the coffee !
<s> Sarah [verb] it the red toys .",Sarah,the red toys,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9593,DO,3,870,5,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,63,3,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Here's Sarah with the picture !
<s> Sarah [verb] it the red toys .",Sarah,the red toys,it,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9595,DO,1,870,6,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,11,1,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Do you see Michael and the socks ?
<s> Michael [verb] them the tiny book .",Michael,the tiny book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9595,DO,2,870,6,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,13,2,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Look it's Michael and the photographs !
<s> Michael [verb] them the tiny book .",Michael,the tiny book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9595,DO,3,870,6,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,13,3,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Here's Michael with the socks !
<s> Michael [verb] them the tiny book .",Michael,the tiny book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9597,DO,1,870,7,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,56,1,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Do you see Laura and the socks ?
<s> Laura [verb] them the little book .",Laura,the little book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9597,DO,2,870,7,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,22,2,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Look it's Laura and the candies !
<s> Laura [verb] them the little book .",Laura,the little book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9597,DO,3,870,7,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,19,3,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Here's Laura with the photographs !
<s> Laura [verb] them the little book .",Laura,the little book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9599,DO,1,870,8,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,20,1,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Do you see Judy and the pictures ?
<s> Judy [verb] them the big book .",Judy,the big book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9599,DO,2,870,8,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,17,2,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Look it's Judy and the crayons !
<s> Judy [verb] them the big book .",Judy,the big book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9599,DO,3,870,8,15,6,1.6931471805599454,7.693147180559945,7.693147180559945,0.05,0,33,3,870,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_2,"Here's Judy with the pictures !
<s> Judy [verb] them the big book .",Judy,the big book,them-i,noun,inanimate,definite,pronoun,inanimate,definite,2,new,given
9601,DO,1,871,1,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,70,1,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Do you see Michael and the photographs ?
<s> Michael [verb] them the cookie with a hole in it .",Michael,the cookie with a hole in it,them-i,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9601,DO,2,871,1,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,70,2,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Look it's Michael and the photographs !
<s> Michael [verb] them the cookie with a hole in it .",Michael,the cookie with a hole in it,them-i,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9601,DO,3,871,1,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,70,3,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Here's Michael with the photographs !
<s> Michael [verb] them the cookie with a hole in it .",Michael,the cookie with a hole in it,them-i,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9603,DO,1,871,2,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,9,1,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Do you see Judy and the apple ?
<s> Judy [verb] it the book with a rabbit in it .",Judy,the book with a rabbit in it,it,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9603,DO,2,871,2,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,66,2,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Look it's Judy and the paper !
<s> Judy [verb] it the book with a rabbit in it .",Judy,the book with a rabbit in it,it,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9603,DO,3,871,2,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,70,3,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Here's Judy with the coffee !
<s> Judy [verb] it the book with a rabbit in it .",Judy,the book with a rabbit in it,it,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9605,DO,1,871,3,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,55,1,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Do you see Laura and the apple ?
<s> Laura [verb] it the cookie with a hole in it .",Laura,the cookie with a hole in it,it,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9605,DO,2,871,3,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,66,2,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Look it's Laura and the paper !
<s> Laura [verb] it the cookie with a hole in it .",Laura,the cookie with a hole in it,it,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9605,DO,3,871,3,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,58,3,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Here's Laura with the coffee !
<s> Laura [verb] it the cookie with a hole in it .",Laura,the cookie with a hole in it,it,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9607,DO,1,871,4,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,52,1,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Do you see Mark and the photographs ?
<s> Mark [verb] them the ball with a star on it .",Mark,the ball with a star on it,them-i,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9607,DO,2,871,4,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,29,2,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Look it's Mark and the pictures !
<s> Mark [verb] them the ball with a star on it .",Mark,the ball with a star on it,them-i,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9607,DO,3,871,4,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,52,3,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Here's Mark with the pictures !
<s> Mark [verb] them the ball with a star on it .",Mark,the ball with a star on it,them-i,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
9609,DO,1,871,5,15,6,2.791759469228055,8.791759469228055,8.791759469228055,0.05,0,41,1,871,agent-1arg,agent-recipient,agent-1arg_recipient__nidpid_6,"Do you see William and the socks ?
<s> William [verb] them the book with a rabbit in it .",William,the book with a rabbit in it,them-i,noun,inanimate,definite,pronoun,inanimate,definite,6,new,given
